,date,EA stock,isPartial
3,2013-11-04,3.9,False
4,2013-11-05,2.52,False
5,2013-11-06,2.88,False
6,2013-11-07,2.94,False
7,2013-11-08,1.68,False
8,2013-11-09,2.6999999999999997,False
9,2013-11-10,2.2199999999999998,False
10,2013-11-11,1.92,False
11,2013-11-12,2.2199999999999998,False
12,2013-11-13,2.58,False
13,2013-11-14,2.58,False
14,2013-11-15,5.1,False
15,2013-11-16,4.02,False
16,2013-11-17,1.14,False
17,2013-11-18,3.1799999999999997,False
18,2013-11-19,6.0,False
19,2013-11-20,2.88,False
20,2013-11-21,3.2399999999999998,False
21,2013-11-22,4.68,False
22,2013-11-23,1.68,False
23,2013-11-24,0.0,False
24,2013-11-25,3.42,False
25,2013-11-26,3.12,False
26,2013-11-27,4.8,False
27,2013-11-28,3.42,False
28,2013-11-29,1.02,False
29,2013-11-30,1.68,False
0,2013-12-01,1.2600000000000002,False
1,2013-12-02,2.3800000000000003,False
2,2013-12-03,2.66,False
3,2013-12-04,2.9400000000000004,False
4,2013-12-05,2.45,False
5,2013-12-06,7.000000000000001,False
6,2013-12-07,2.24,False
7,2013-12-08,3.5000000000000004,False
8,2013-12-09,4.41,False
9,2013-12-10,2.24,False
10,2013-12-11,4.48,False
11,2013-12-12,4.550000000000001,False
12,2013-12-13,4.760000000000001,False
13,2013-12-14,3.1500000000000004,False
14,2013-12-15,1.33,False
15,2013-12-16,2.0300000000000002,False
16,2013-12-17,2.8000000000000003,False
17,2013-12-18,6.090000000000001,False
18,2013-12-19,4.2,False
19,2013-12-20,3.5700000000000003,False
20,2013-12-21,1.4000000000000001,False
21,2013-12-22,1.8900000000000001,False
22,2013-12-23,1.6800000000000002,False
23,2013-12-24,1.33,False
24,2013-12-25,1.33,False
25,2013-12-26,1.6800000000000002,False
26,2013-12-27,1.2600000000000002,False
27,2013-12-28,2.7300000000000004,False
28,2013-12-29,1.1900000000000002,False
29,2013-12-30,2.1700000000000004,False
30,2013-12-31,2.7300000000000004,False
0,2014-01-01,1.26,False
1,2014-01-02,1.92,False
2,2014-01-03,1.74,False
3,2014-01-04,1.68,False
4,2014-01-05,1.92,False
5,2014-01-06,0.96,False
6,2014-01-07,2.1,False
7,2014-01-08,1.68,False
8,2014-01-09,1.92,False
9,2014-01-10,2.94,False
10,2014-01-11,1.68,False
11,2014-01-12,0.84,False
12,2014-01-13,2.1,False
13,2014-01-14,3.2399999999999998,False
14,2014-01-15,3.06,False
15,2014-01-16,1.6199999999999999,False
16,2014-01-17,3.42,False
17,2014-01-18,0.84,False
18,2014-01-19,1.6199999999999999,False
19,2014-01-20,2.1,False
20,2014-01-21,2.34,False
21,2014-01-22,3.0,False
22,2014-01-23,2.1,False
23,2014-01-24,0.96,False
24,2014-01-25,2.04,False
25,2014-01-26,1.38,False
26,2014-01-27,2.52,False
27,2014-01-28,3.5999999999999996,False
28,2014-01-29,6.0,False
29,2014-01-30,3.54,False
30,2014-01-31,2.6999999999999997,False
0,2014-02-01,2.9400000000000004,False
1,2014-02-02,1.12,False
2,2014-02-03,3.0100000000000002,False
3,2014-02-04,7.000000000000001,False
4,2014-02-05,3.0100000000000002,False
5,2014-02-06,5.53,False
6,2014-02-07,5.11,False
7,2014-02-08,2.9400000000000004,False
8,2014-02-09,1.1900000000000002,False
9,2014-02-10,1.4700000000000002,False
10,2014-02-11,3.43,False
11,2014-02-12,2.9400000000000004,False
12,2014-02-13,4.48,False
13,2014-02-14,4.69,False
14,2014-02-15,2.3800000000000003,False
15,2014-02-16,1.12,False
16,2014-02-17,3.0100000000000002,False
17,2014-02-18,3.43,False
18,2014-02-19,3.99,False
19,2014-02-20,4.0600000000000005,False
20,2014-02-21,6.790000000000001,False
21,2014-02-22,3.5000000000000004,False
22,2014-02-23,2.3800000000000003,False
23,2014-02-24,2.9400000000000004,False
24,2014-02-25,6.86,False
25,2014-02-26,2.45,False
26,2014-02-27,5.040000000000001,False
27,2014-02-28,4.2,False
0,2014-03-01,2.1700000000000004,False
1,2014-03-02,1.61,False
2,2014-03-03,2.8000000000000003,False
3,2014-03-04,3.7800000000000002,False
4,2014-03-05,3.7100000000000004,False
5,2014-03-06,3.7100000000000004,False
6,2014-03-07,4.41,False
7,2014-03-08,2.7300000000000004,False
8,2014-03-09,1.12,False
9,2014-03-10,3.2900000000000005,False
10,2014-03-11,6.44,False
11,2014-03-12,4.62,False
12,2014-03-13,7.000000000000001,False
13,2014-03-14,5.880000000000001,False
14,2014-03-15,1.12,False
15,2014-03-16,2.66,False
16,2014-03-17,3.7100000000000004,False
17,2014-03-18,6.0200000000000005,False
18,2014-03-19,6.0200000000000005,False
19,2014-03-20,6.580000000000001,False
20,2014-03-21,1.9600000000000002,False
21,2014-03-22,1.12,False
22,2014-03-23,1.05,False
23,2014-03-24,2.31,False
24,2014-03-25,3.6400000000000006,False
25,2014-03-26,5.040000000000001,False
26,2014-03-27,2.8000000000000003,False
27,2014-03-28,1.9600000000000002,False
28,2014-03-29,1.12,False
29,2014-03-30,2.1700000000000004,False
30,2014-03-31,1.4000000000000001,False
