,date,KO stock,isPartial
18,2013-08-19,28.560000000000002,False
19,2013-08-20,30.94,False
20,2013-08-21,25.500000000000004,False
21,2013-08-22,18.360000000000003,False
22,2013-08-23,24.48,False
23,2013-08-24,18.700000000000003,False
24,2013-08-25,12.24,False
25,2013-08-26,12.58,False
26,2013-08-27,20.060000000000002,False
27,2013-08-28,30.26,False
28,2013-08-29,20.400000000000002,False
29,2013-08-30,15.98,False
30,2013-08-31,6.12,False
0,2013-09-01,9.9,False
1,2013-09-02,8.4,False
2,2013-09-03,20.4,False
3,2013-09-04,16.8,False
4,2013-09-05,8.4,False
5,2013-09-06,21.9,False
6,2013-09-07,10.2,False
7,2013-09-08,4.8,False
8,2013-09-09,16.5,False
9,2013-09-10,8.1,False
10,2013-09-11,12.299999999999999,False
11,2013-09-12,12.299999999999999,False
12,2013-09-13,30.0,False
13,2013-09-14,14.7,False
14,2013-09-15,9.6,False
15,2013-09-16,16.2,False
16,2013-09-17,20.099999999999998,False
17,2013-09-18,24.599999999999998,False
18,2013-09-19,8.1,False
19,2013-09-20,17.4,False
20,2013-09-21,9.9,False
21,2013-09-22,0.0,False
22,2013-09-23,24.9,False
23,2013-09-24,16.2,False
24,2013-09-25,8.1,False
25,2013-09-26,8.4,False
26,2013-09-27,12.9,False
27,2013-09-28,0.0,False
28,2013-09-29,0.0,False
29,2013-09-30,20.099999999999998,False
0,2013-10-01,18.62,False
1,2013-10-02,38.0,False
2,2013-10-03,26.6,False
3,2013-10-04,34.58,False
4,2013-10-05,14.06,False
5,2013-10-06,16.72,False
6,2013-10-07,21.28,False
7,2013-10-08,18.62,False
8,2013-10-09,21.28,False
9,2013-10-10,28.88,False
10,2013-10-11,20.14,False
11,2013-10-12,11.78,False
12,2013-10-13,11.4,False
13,2013-10-14,16.72,False
14,2013-10-15,28.88,False
15,2013-10-16,21.28,False
16,2013-10-17,36.1,False
17,2013-10-18,20.14,False
18,2013-10-19,22.42,False
19,2013-10-20,11.02,False
20,2013-10-21,20.9,False
21,2013-10-22,18.62,False
22,2013-10-23,25.46,False
23,2013-10-24,16.72,False
24,2013-10-25,26.98,False
25,2013-10-26,16.72,False
26,2013-10-27,13.68,False
27,2013-10-28,20.52,False
28,2013-10-29,30.02,False
29,2013-10-30,14.06,False
30,2013-10-31,28.88,False
0,2013-11-01,16.32,False
1,2013-11-02,7.199999999999999,False
2,2013-11-03,5.279999999999999,False
3,2013-11-04,17.759999999999998,False
4,2013-11-05,11.76,False
