,date,COST stock,isPartial
13,2013-08-14,30.94,False
14,2013-08-15,30.6,False
15,2013-08-16,30.6,False
16,2013-08-17,14.280000000000001,False
17,2013-08-18,21.080000000000002,False
18,2013-08-19,26.180000000000003,False
19,2013-08-20,24.48,False
20,2013-08-21,28.560000000000002,False
21,2013-08-22,26.180000000000003,False
22,2013-08-23,29.240000000000002,False
23,2013-08-24,18.02,False
24,2013-08-25,24.82,False
25,2013-08-26,26.520000000000003,False
26,2013-08-27,22.78,False
27,2013-08-28,29.580000000000002,False
28,2013-08-29,33.660000000000004,False
29,2013-08-30,26.520000000000003,False
30,2013-08-31,13.600000000000001,False
0,2013-09-01,17.48,False
1,2013-09-02,13.3,False
2,2013-09-03,23.56,False
3,2013-09-04,22.04,False
4,2013-09-05,23.94,False
5,2013-09-06,19.38,False
6,2013-09-07,20.14,False
7,2013-09-08,17.1,False
8,2013-09-09,22.8,False
9,2013-09-10,32.3,False
10,2013-09-11,21.28,False
11,2013-09-12,25.84,False
12,2013-09-13,27.36,False
13,2013-09-14,13.3,False
14,2013-09-15,21.66,False
15,2013-09-16,27.36,False
16,2013-09-17,29.64,False
17,2013-09-18,22.8,False
18,2013-09-19,38.0,False
19,2013-09-20,29.26,False
20,2013-09-21,24.7,False
21,2013-09-22,24.32,False
22,2013-09-23,30.02,False
23,2013-09-24,32.3,False
24,2013-09-25,26.22,False
25,2013-09-26,28.5,False
26,2013-09-27,23.56,False
27,2013-09-28,15.2,False
28,2013-09-29,25.46,False
29,2013-09-30,25.84,False
0,2013-10-01,36.98,False
1,2013-10-02,33.97,False
2,2013-10-03,34.4,False
3,2013-10-04,41.71,False
4,2013-10-05,26.66,False
5,2013-10-06,24.94,False
6,2013-10-07,32.25,False
7,2013-10-08,31.39,False
8,2013-10-09,37.839999999999996,False
9,2013-10-10,36.12,False
10,2013-10-11,30.099999999999998,False
11,2013-10-12,22.36,False
12,2013-10-13,31.39,False
13,2013-10-14,38.7,False
14,2013-10-15,37.41,False
15,2013-10-16,35.69,False
16,2013-10-17,42.57,False
17,2013-10-18,36.12,False
18,2013-10-19,30.96,False
19,2013-10-20,23.22,False
20,2013-10-21,35.26,False
21,2013-10-22,40.42,False
22,2013-10-23,32.68,False
23,2013-10-24,35.69,False
24,2013-10-25,37.839999999999996,False
25,2013-10-26,21.93,False
26,2013-10-27,25.8,False
27,2013-10-28,43.0,False
28,2013-10-29,30.53,False
29,2013-10-30,35.26,False
30,2013-10-31,39.99,False
0,2013-11-01,36.66,False
1,2013-11-02,23.97,False
2,2013-11-03,23.5,False
3,2013-11-04,38.07,False
4,2013-11-05,39.48,False
5,2013-11-06,37.599999999999994,False
6,2013-11-07,45.12,False
7,2013-11-08,34.309999999999995,False
8,2013-11-09,25.38,False
9,2013-11-10,24.439999999999998,False
10,2013-11-11,38.54,False
11,2013-11-12,39.949999999999996,False
12,2013-11-13,41.83,False
13,2013-11-14,47.0,False
14,2013-11-15,39.48,False
15,2013-11-16,21.619999999999997,False
16,2013-11-17,27.729999999999997,False
17,2013-11-18,38.07,False
18,2013-11-19,39.48,False
19,2013-11-20,41.36,False
20,2013-11-21,40.419999999999995,False
21,2013-11-22,25.38,False
22,2013-11-23,31.959999999999997,False
23,2013-11-24,29.139999999999997,False
24,2013-11-25,41.36,False
25,2013-11-26,34.78,False
26,2013-11-27,38.54,False
27,2013-11-28,24.439999999999998,False
28,2013-11-29,27.729999999999997,False
29,2013-11-30,22.09,False
0,2013-12-01,20.68,False
1,2013-12-02,39.6,False
