,date,CTSH stock,isPartial
1,2014-04-02,14.549999999999999,False
2,2014-04-03,4.8,False
3,2014-04-04,15.0,False
4,2014-04-05,0.0,False
5,2014-04-06,0.0,False
6,2014-04-07,4.8,False
7,2014-04-08,7.05,False
8,2014-04-09,4.8,False
9,2014-04-10,7.35,False
10,2014-04-11,10.35,False
11,2014-04-12,5.85,False
12,2014-04-13,5.7,False
13,2014-04-14,4.8,False
14,2014-04-15,4.8,False
15,2014-04-16,9.9,False
16,2014-04-17,10.35,False
17,2014-04-18,5.55,False
18,2014-04-19,0.0,False
19,2014-04-20,6.1499999999999995,False
20,2014-04-21,5.1,False
21,2014-04-22,0.0,False
22,2014-04-23,4.8,False
23,2014-04-24,4.95,False
24,2014-04-25,5.1,False
25,2014-04-26,0.0,False
26,2014-04-27,0.0,False
27,2014-04-28,0.0,False
28,2014-04-29,9.299999999999999,False
29,2014-04-30,4.95,False
0,2014-05-01,5.55,False
1,2014-05-02,5.3999999999999995,False
2,2014-05-03,0.0,False
3,2014-05-04,0.0,False
4,2014-05-05,7.6499999999999995,False
5,2014-05-06,7.5,False
6,2014-05-07,12.45,False
7,2014-05-08,12.6,False
8,2014-05-09,5.25,False
9,2014-05-10,0.0,False
10,2014-05-11,5.85,False
11,2014-05-12,4.95,False
12,2014-05-13,9.9,False
13,2014-05-14,5.1,False
14,2014-05-15,5.1,False
15,2014-05-16,0.0,False
16,2014-05-17,12.15,False
17,2014-05-18,12.15,False
18,2014-05-19,15.0,False
19,2014-05-20,10.049999999999999,False
20,2014-05-21,0.0,False
21,2014-05-22,5.7,False
22,2014-05-23,5.7,False
23,2014-05-24,6.8999999999999995,False
24,2014-05-25,0.0,False
25,2014-05-26,8.4,False
26,2014-05-27,10.799999999999999,False
27,2014-05-28,5.55,False
28,2014-05-29,8.549999999999999,False
29,2014-05-30,0.0,False
30,2014-05-31,0.0,False
0,2014-06-01,6.4,False
