,date,EBAY stock,isPartial
7,2013-12-08,48.75,False
8,2013-12-09,54.0,False
9,2013-12-10,58.5,False
10,2013-12-11,40.5,False
11,2013-12-12,41.25,False
12,2013-12-13,52.5,False
13,2013-12-14,42.0,False
14,2013-12-15,40.5,False
15,2013-12-16,52.5,False
16,2013-12-17,51.0,False
17,2013-12-18,51.75,False
18,2013-12-19,45.75,False
19,2013-12-20,38.25,False
20,2013-12-21,45.0,False
21,2013-12-22,23.25,False
22,2013-12-23,52.5,False
23,2013-12-24,36.0,False
24,2013-12-25,30.0,False
25,2013-12-26,42.75,False
26,2013-12-27,54.0,False
27,2013-12-28,36.0,False
28,2013-12-29,30.0,False
29,2013-12-30,46.5,False
30,2013-12-31,53.25,False
0,2014-01-01,29.700000000000003,False
1,2014-01-02,33.0,False
2,2014-01-03,36.96,False
3,2014-01-04,28.380000000000003,False
4,2014-01-05,31.020000000000003,False
5,2014-01-06,36.96,False
6,2014-01-07,35.64,False
7,2014-01-08,34.32,False
8,2014-01-09,33.660000000000004,False
9,2014-01-10,30.360000000000003,False
10,2014-01-11,27.060000000000002,False
11,2014-01-12,31.68,False
12,2014-01-13,42.24,False
13,2014-01-14,32.34,False
14,2014-01-15,35.64,False
15,2014-01-16,38.940000000000005,False
16,2014-01-17,34.980000000000004,False
17,2014-01-18,27.060000000000002,False
18,2014-01-19,30.360000000000003,False
19,2014-01-20,25.740000000000002,False
20,2014-01-21,34.980000000000004,False
21,2014-01-22,53.46,False
22,2014-01-23,66.0,False
23,2014-01-24,40.92,False
24,2014-01-25,29.040000000000003,False
25,2014-01-26,32.34,False
26,2014-01-27,39.6,False
27,2014-01-28,34.32,False
28,2014-01-29,36.96,False
29,2014-01-30,35.64,False
30,2014-01-31,30.360000000000003,False
0,2014-02-01,28.35,False
1,2014-02-02,39.06,False
2,2014-02-03,41.58,False
3,2014-02-04,44.73,False
4,2014-02-05,43.47,False
5,2014-02-06,52.29,False
6,2014-02-07,41.58,False
7,2014-02-08,40.95,False
8,2014-02-09,31.5,False
9,2014-02-10,47.25,False
10,2014-02-11,37.17,False
11,2014-02-12,42.84,False
12,2014-02-13,41.58,False
13,2014-02-14,38.43,False
14,2014-02-15,31.5,False
15,2014-02-16,28.98,False
16,2014-02-17,37.17,False
17,2014-02-18,39.06,False
18,2014-02-19,30.87,False
19,2014-02-20,39.69,False
20,2014-02-21,39.69,False
21,2014-02-22,20.79,False
22,2014-02-23,28.35,False
23,2014-02-24,56.7,False
24,2014-02-25,54.18,False
25,2014-02-26,47.25,False
26,2014-02-27,52.29,False
27,2014-02-28,63.0,False
0,2014-03-01,53.07,False
1,2014-03-02,46.97,False
2,2014-03-03,53.68,False
3,2014-03-04,61.0,False
4,2014-03-05,57.949999999999996,False
5,2014-03-06,58.56,False
6,2014-03-07,55.51,False
7,2014-03-08,42.699999999999996,False
8,2014-03-09,41.48,False
9,2014-03-10,50.629999999999995,False
10,2014-03-11,59.17,False
11,2014-03-12,52.46,False
12,2014-03-13,50.019999999999996,False
13,2014-03-14,45.14,False
14,2014-03-15,28.06,False
15,2014-03-16,50.019999999999996,False
16,2014-03-17,48.8,False
17,2014-03-18,50.629999999999995,False
18,2014-03-19,43.31,False
19,2014-03-20,46.36,False
20,2014-03-21,46.97,False
21,2014-03-22,39.65,False
22,2014-03-23,33.55,False
23,2014-03-24,47.58,False
24,2014-03-25,50.019999999999996,False
25,2014-03-26,51.85,False
26,2014-03-27,46.97,False
27,2014-03-28,40.87,False
28,2014-03-29,31.11,False
29,2014-03-30,34.16,False
30,2014-03-31,48.8,False
0,2014-04-01,50.459999999999994,False
1,2014-04-02,57.99999999999999,False
2,2014-04-03,34.8,False
3,2014-04-04,30.74,False
4,2014-04-05,38.86,False
5,2014-04-06,34.22,False
6,2014-04-07,41.76,False
7,2014-04-08,44.66,False
8,2014-04-09,38.86,False
9,2014-04-10,50.459999999999994,False
10,2014-04-11,46.98,False
11,2014-04-12,30.74,False
12,2014-04-13,26.099999999999998,False
13,2014-04-14,38.86,False
14,2014-04-15,37.699999999999996,False
15,2014-04-16,27.259999999999998,False
16,2014-04-17,44.66,False
17,2014-04-18,38.279999999999994,False
18,2014-04-19,34.22,False
19,2014-04-20,29.58,False
20,2014-04-21,39.44,False
21,2014-04-22,44.08,False
22,2014-04-23,38.279999999999994,False
23,2014-04-24,50.459999999999994,False
24,2014-04-25,41.18,False
25,2014-04-26,42.339999999999996,False
26,2014-04-27,39.44,False
27,2014-04-28,49.879999999999995,False
28,2014-04-29,53.36,False
29,2014-04-30,55.67999999999999,False
0,2014-05-01,32.4,False
1,2014-05-02,37.8,False
2,2014-05-03,24.599999999999998,False
3,2014-05-04,21.0,False
4,2014-05-05,34.8,False
5,2014-05-06,39.6,False
6,2014-05-07,33.0,False
7,2014-05-08,30.0,False
8,2014-05-09,37.8,False
9,2014-05-10,26.4,False
10,2014-05-11,24.599999999999998,False
11,2014-05-12,33.0,False
12,2014-05-13,32.4,False
13,2014-05-14,30.0,False
14,2014-05-15,35.4,False
15,2014-05-16,33.0,False
16,2014-05-17,14.399999999999999,False
17,2014-05-18,33.0,False
18,2014-05-19,22.2,False
