,date,BA stock,isPartial
3,2014-03-04,5.46,False
4,2014-03-05,4.02,False
5,2014-03-06,2.6999999999999997,False
6,2014-03-07,5.64,False
7,2014-03-08,2.34,False
8,2014-03-09,1.2,False
9,2014-03-10,6.0,False
10,2014-03-11,3.5999999999999996,False
11,2014-03-12,4.68,False
12,2014-03-13,4.38,False
13,2014-03-14,3.12,False
14,2014-03-15,1.6199999999999999,False
15,2014-03-16,1.56,False
16,2014-03-17,1.98,False
17,2014-03-18,1.98,False
18,2014-03-19,3.6599999999999997,False
19,2014-03-20,2.04,False
20,2014-03-21,3.84,False
21,2014-03-22,1.98,False
22,2014-03-23,0.0,False
23,2014-03-24,1.98,False
24,2014-03-25,5.22,False
25,2014-03-26,2.6399999999999997,False
26,2014-03-27,2.34,False
27,2014-03-28,3.78,False
28,2014-03-29,1.56,False
29,2014-03-30,0.78,False
30,2014-03-31,1.98,False
0,2014-04-01,2.4,False
1,2014-04-02,2.96,False
2,2014-04-03,1.8800000000000001,False
3,2014-04-04,3.08,False
4,2014-04-05,0.64,False
5,2014-04-06,0.64,False
6,2014-04-07,3.16,False
7,2014-04-08,2.4,False
8,2014-04-09,1.8800000000000001,False
9,2014-04-10,3.2800000000000002,False
10,2014-04-11,4.0,False
11,2014-04-12,1.6400000000000001,False
12,2014-04-13,1.28,False
13,2014-04-14,3.24,False
14,2014-04-15,2.4,False
15,2014-04-16,2.2,False
16,2014-04-17,2.6,False
17,2014-04-18,1.24,False
18,2014-04-19,2.04,False
19,2014-04-20,0.68,False
20,2014-04-21,3.7600000000000002,False
21,2014-04-22,1.32,False
22,2014-04-23,2.16,False
23,2014-04-24,3.0,False
24,2014-04-25,4.0,False
25,2014-04-26,0.64,False
26,2014-04-27,2.16,False
27,2014-04-28,2.92,False
28,2014-04-29,3.16,False
29,2014-04-30,3.2800000000000002,False
0,2014-05-01,2.84,False
1,2014-05-02,2.7600000000000002,False
2,2014-05-03,0.64,False
3,2014-05-04,1.08,False
4,2014-05-05,2.56,False
5,2014-05-06,2.0,False
6,2014-05-07,3.6,False
7,2014-05-08,2.4,False
8,2014-05-09,1.36,False
9,2014-05-10,1.52,False
10,2014-05-11,0.96,False
11,2014-05-12,3.2,False
12,2014-05-13,3.04,False
13,2014-05-14,4.0,False
14,2014-05-15,0.92,False
15,2014-05-16,1.12,False
16,2014-05-17,1.56,False
17,2014-05-18,1.96,False
18,2014-05-19,1.8,False
19,2014-05-20,2.72,False
20,2014-05-21,2.2,False
21,2014-05-22,2.2,False
22,2014-05-23,3.36,False
23,2014-05-24,2.2,False
24,2014-05-25,1.44,False
25,2014-05-26,0.64,False
26,2014-05-27,2.32,False
27,2014-05-28,2.0,False
28,2014-05-29,2.04,False
29,2014-05-30,3.6,False
30,2014-05-31,1.48,False
0,2014-06-01,1.44,False
1,2014-06-02,3.56,False
2,2014-06-03,3.12,False
3,2014-06-04,2.56,False
4,2014-06-05,3.64,False
5,2014-06-06,1.92,False
6,2014-06-07,1.48,False
7,2014-06-08,1.76,False
8,2014-06-09,2.64,False
9,2014-06-10,3.48,False
