,date,AAPL stock,isPartial
13,2014-04-14,4.32,False
14,2014-04-15,5.130000000000001,False
15,2014-04-16,4.32,False
16,2014-04-17,6.75,False
17,2014-04-18,2.43,False
18,2014-04-19,1.08,False
19,2014-04-20,0.81,False
20,2014-04-21,4.32,False
21,2014-04-22,4.59,False
22,2014-04-23,14.580000000000002,False
23,2014-04-24,27.0,False
24,2014-04-25,15.39,False
25,2014-04-26,3.7800000000000002,False
26,2014-04-27,2.43,False
27,2014-04-28,7.290000000000001,False
28,2014-04-29,10.260000000000002,False
29,2014-04-30,11.07,False
0,2014-05-01,18.599999999999998,False
1,2014-05-02,15.299999999999999,False
2,2014-05-03,5.7,False
3,2014-05-04,5.1,False
4,2014-05-05,18.9,False
5,2014-05-06,17.099999999999998,False
6,2014-05-07,21.3,False
7,2014-05-08,18.0,False
8,2014-05-09,21.3,False
9,2014-05-10,5.3999999999999995,False
10,2014-05-11,5.1,False
11,2014-05-12,19.5,False
12,2014-05-13,19.5,False
13,2014-05-14,15.6,False
14,2014-05-15,14.7,False
15,2014-05-16,15.899999999999999,False
16,2014-05-17,8.1,False
17,2014-05-18,3.9,False
18,2014-05-19,18.3,False
19,2014-05-20,18.0,False
20,2014-05-21,17.099999999999998,False
21,2014-05-22,12.9,False
22,2014-05-23,17.7,False
